"Id_Rssd","Event Date","Historical Event"
2839781,"2000-01-29","GIDEON ENTERPRISES L.P. located at 201 NW HIGHWAY 24, TOPEKA, KS was established as a Bank Holding Company."
2839969,"1999-11-16","GILMER NATIONAL BANCSHARES, INC. located at 900 N WOOD ST, GILMER, TX was established as a Bank Holding Company."
2839969,"2014-01-01","GILMER NATIONAL BANCSHARES, INC. moved to 713 US HIGHWAY 271 N GILMER, TX."
2840479,"1999-12-01","PATRIOT NATIONAL BANCORP, INC. located at 900 BEDFORD STREET, STAMFORD, CT was established as a Bank Holding Company."
2840479,"2010-10-15","PATRIOT NATIONAL BANCORP, INC. moved to 1177 SUMMER STREET, 4TH FLOOR 900 BEDFORD STREET STAMFORD, CT."
2846275,"1999-12-13","GRAFF FAMILY, INC. located at MCCOOK, NE was established as a Bank Holding Company."
2846275,"2000-03-13","GRAFF FAMILY, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2846275,"2004-12-31","GRAFF FAMILY, INC. moved to 220 NORRIS AVENUE MCCOOK, NE."
2847115,"2000-05-01","SANTANDER BANCORP located at 207 PONCE DE LEON AVENUE, SAN JUAN, PR, PUERTO RICO was established as a Bank Holding Company."
2847115,"2000-06-22","SANTANDER BANCORP changed from Bank Holding Company to Financial Holding Company - Domestic."
2847115,"2009-06-30","SANTANDER BANCORP moved to B7 TABONUCO STREET 18TH FLOOR SAN PATRICIO GUAYNABO, PR, PUERTO RICO."
2847115,"2014-05-21","SANTANDER BANCORP moved to 207 PONCE DE LEON AVENIDA SAN JUAN, PR, PUERTO RICO."
2847665,"2000-01-01","STEINAUER BANCORP located at STEINAUER, NE was established as a Bank Holding Company."
2847665,"2003-09-30","STEINAUER BANCORP moved to 215 MAIN STREET STEINAUER, NE."
2848073,"1999-12-01","MILES INDEPENDENT BANCORPORATION, INC. located at ADVANCE, MO was established as a Bank Holding Company."
2848073,"2001-03-21","MILES INDEPENDENT BANCORPORATION, INC. was renamed to MILES BANCSHARES, INC. and moved to 105 EAST GABRIEL ADVANCE, MO."
2848653,"2000-01-01","SNB HOLDINGS, INC. located at 220 EAST LAWRENCE HARRIS HIGHWAY, SLOCOMB, AL was established as a Bank Holding Company."
2848653,"2012-01-01","SNB HOLDINGS, INC. moved to 220 E LAWRENCE HARRIS HWY SLOCOMB, AL."
2848804,"2000-01-10","SECURITY FINANCIAL SERVICES CORPORATION located at 212 W. PROSPECT STREET, DURAND, WI was established as a Bank Holding Company."
2849276,"2000-02-15","RIVERS RIDGE HOLDING COMPANY located at 7241 OHMS LANE SUITE 200, MINNEAPOLIS, MN was established as a Bank Holding Company."
2849276,"2000-12-31","RIVERS RIDGE HOLDING COMPANY moved to 125 TWIN RIVERS COURT SARTELL, MN."
2849276,"2003-04-16","RIVERS RIDGE HOLDING COMPANY moved to 5201 EDEN AVENUE SUITE 370 EDINA, MN."
2849276,"2011-01-01","RIVERS RIDGE HOLDING COMPANY moved to 5201 EDEN AVENUE SUITE 250 EDINA, MN."
2849799,"2000-01-10","GREENVILLE FIRST BANCSHARES, INC. located at 112 HAYWOOD ROAD, GREENVILLE, SC was established as a Bank Holding Company."
2849799,"2007-01-08","GREENVILLE FIRST BANCSHARES, INC. moved to 100 VERDAE BOULEVARD, SUITE 100 GREENVILLE, SC."
2849799,"2007-07-02","GREENVILLE FIRST BANCSHARES, INC. was renamed to SOUTHERN FIRST BANCSHARES, INC.."
2850432,"1999-12-29","FIRST OF MINDEN FINANCIAL CORPORATION located at MINDEN, NE was established as a Bank Holding Company."
2850432,"2000-06-09","FIRST OF MINDEN FINANCIAL CORPORATION moved to 315 EAST 4TH STREET MINDEN, NE and changed from Bank Holding Company to Financial Holding Company - Domestic."
2851279,"2000-01-27","ST. ELIZABETH BANCSHARES, INC. located at 215 MAIN STREET, SAINT ELIZABETH, MO was established as a Bank Holding Company."
2851279,"2008-12-31","ST. ELIZABETH BANCSHARES, INC. was renamed to SAINT ELIZABETH BANCSHARES, INC.."
2851318,"2000-08-31","MSB FINANCIAL, INC. located at 124 SOUTH BROADWAY, MANHATTAN, MT was established as a Bank Holding Company."
2851318,"2000-10-27","MSB FINANCIAL, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2851318,"2009-08-26","MSB FINANCIAL, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
2851578,"2000-01-20","NORTHSTAR BANCSHARES, INC. located at 103 NORTH 9TH STREET, ESTHERVILLE, IA was established as a Bank Holding Company."
2851578,"2004-06-28","NORTHSTAR BANCSHARES, INC. moved to 2202 CENTRAL AVENUE ESTHERVILLE, IA."
2851578,"2008-12-31","NORTHSTAR BANCSHARES, INC. moved to 2202 CENTRAL AVE ESTHERVILLE, IA."
2851578,"2012-01-01","NORTHSTAR BANCSHARES, INC. moved to 2202 CENTRAL AVENUE ESTHERVILLE, IA."
2851653,"2000-11-20","FNB BANCORP located at 12 SOUTH MAIN STREET, LAYTON, UT was established as a Bank Holding Company."
2854092,"2000-01-01","OVERTON FINANCIAL SERVICES, INC. located at 201 EAST MAIN STREET, LIVINGSTON, TN was established as a Bank Holding Company."
2855576,"2000-01-31","ROCKHOLD-BROWN BANCSHARES, INC. located at 101 EAST MAIN STREET, BAINBRIDGE, OH was established as a Bank Holding Company."
2855679,"2000-01-01","CSB BANCSHARES, INC. AMENDED ESOP located at 203 NORTH DOUGLAS, ELLSWORTH, KS was established as a Bank Holding Company."
2855905,"1999-12-06","COASTAL BANKING COMPANY, INC. located at 36 SEA ISLAND PARKWAY, BEAUFORT, SC was established as a Bank Holding Company."
2856014,"2000-05-03","LEADERS GROUP, INC., THE located at 2001 YORK ROAD SUITE 150, OAK BROOK, IL was established as a Bank Holding Company."
2856014,"2012-01-01","LEADERS GROUP, INC., THE moved to 2001 YORK ROAD OAK BROOK, IL."
2856706,"2000-01-20","TWENTY-FIRST CENTURY FINANCIAL SERVICES COMPANY located at TULSA, OK was established as a Bank Holding Company."
2856706,"2002-01-31","TWENTY-FIRST CENTURY FINANCIAL SERVICES COMPANY changed from Bank Holding Company to Financial Holding Company - Domestic."
2856706,"2004-12-31","TWENTY-FIRST CENTURY FINANCIAL SERVICES COMPANY moved to 8908 SOUTH YALE AVENUE, SUITE 100 TULSA, OK."
2856706,"2007-04-02","TWENTY-FIRST CENTURY FINANCIAL SERVICES COMPANY changed from Financial Holding Company - Domestic to Bank Holding Company."
2857552,"1999-12-18","MARION BANCSHARES, INC. located at 302 EAST MAIN STREET, MARION, KS was established as a Bank Holding Company."
2857598,"2000-08-14","OAK FINANCIAL, INC. located at 2960 TRIVERTON PIKE, FITCHBURG, WI was established as a Bank Holding Company."
2857598,"2000-12-22","OAK FINANCIAL, INC. moved to 5951 MCKEE ROAD FITCHBURG, WI."
2857758,"1999-12-30","CHESAPEAKE BANCORP EMPLOYEE STOCK OWNERSHIP PLAN WITH 401(K) PROVISIONS located at 245 HIGH STREET, CHESTERTOWN, MD was established as a Bank Holding Company."
2858399,"2000-02-07","IOWA STATE FINANCIAL SERVICES CORPORATION located at 55 SOUTH 4TH STREET, FAIRFIELD, IA was established as a Bank Holding Company."
2858399,"2012-01-01","IOWA STATE FINANCIAL SERVICES CORPORATION moved to 101 NORTH COURT FAIRFIELD, IA."
2858773,"2000-06-30","FIDELITY D& D BANCORP, INC. located at BLAKELY AND DRINKER STREETS, DUNMORE, PA was established as a Bank Holding Company."
2858773,"2001-06-15","FIDELITY D& D BANCORP, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2858773,"2004-03-16","FIDELITY D& D BANCORP, INC. was renamed to FIDELITY D&D BANCORP, INC. and changed from Financial Holding Company - Domestic to Bank Holding Company."
2858867,"2000-02-24","PEOPLES BANCSHARES OF TALLASSEE, INC. located at 301 MAIN STREET, TALLASSEE, AL was established as a Bank Holding Company."
2858867,"2004-04-01","PEOPLES BANCSHARES OF TALLASSEE, INC. was renamed to PRIMESOUTH BANCSHARES, INC.."
2858942,"1999-12-31","GRAIN VALLEY BANCSHARES, INC. located at 500 MAIN, GRAIN VALLEY, MO was established as a Bank Holding Company."
2858951,"2000-07-28","THEBANCORP.COM, INC. located at 405 SILVERSIDE ROAD BUILDING 3, SUITE 105, WILMINGTON, DE was established as a Bank Holding Company."
2858951,"2002-09-25","THEBANCORP.COM, INC. was renamed to BANCORP, INC., THE."
2858951,"2004-12-22","BANCORP, INC., THE moved to 409 SILVERSIDE ROAD WILMINGTON, DE and changed from Bank Holding Company to Financial Holding Company - Domestic."
2858951,"2012-01-01","BANCORP, INC., THE moved to 409 SILVERSIDE ROAD SUITE 105 WILMINGTON, DE."
2860262,"2000-05-22","CROWN BANKSHARES, INC. located at 13875 CHESTNUT DRIVE SUITE 124, EDEN PRAIRIE, MN was established as a Bank Holding Company."
2860262,"2000-12-31","CROWN BANKSHARES, INC. moved to 6600 FRANCE AVENUE S. SUITE 125 EDINA, MN."
2860262,"2008-12-31","CROWN BANKSHARES, INC. moved to 6600 FRANCE AVENUE SOUTH SUITE 125 EDINA, MN."
2860918,"2000-01-21","PANOLA NATIONAL BANCSHARES, INC. located at 1510 W PANOLA, CARTHAGE, TX was established as a Bank Holding Company."
2861492,"2000-02-25","HARLEYSVILLE SAVINGS FINANCIAL CORPORATION located at 271 MAIN STREET, HARLEYSVILLE, PA was established as a Bank Holding Company."
2861616,"2000-02-18","ASB MANAGEMENT CORP located at 100 EAST VIENNA STREET, ANNA, IL was established as a Bank Holding Company."
2861773,"2000-08-31","TERRE HAUTE SAVINGS MHC, INC. located at 533 OHIO STREET, TERRE HAUTE, IN was established as a Bank Holding Company."
2861773,"2011-04-13","TERRE HAUTE SAVINGS MHC, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2861812,"2000-03-22","BRANSON BANCSHARES, INC located at 1501 STATE HIGHWAY 248, BRANSON, MO was established as a Bank Holding Company."
2863946,"2000-02-25","ASSOCIATED COMMUNITY BANCORP, INC. located at 475 STEAMBOAT ROAD, GREENWICH, CT was established as a Bank Holding Company."
2863946,"2000-12-14","ASSOCIATED COMMUNITY BANCORP, INC. moved to 165 MASON STREET GREENWICH, CT."
2863946,"2002-05-01","ASSOCIATED COMMUNITY BANCORP, INC. moved to 475 STEAMBOAT ROAD GREENWICH, CT."
2863946,"2003-01-08","ASSOCIATED COMMUNITY BANCORP, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2867458,"1998-09-11","FIRST CAPITAL, INC located at 220 FEDERAL DRIVE, NW, CORYDON, IN was established as a Savings & Loan Holding Company."
2867458,"2012-01-01","FIRST CAPITAL, INC moved to 220 FEDERAL DRIVE NORTHWEST CORYDON, IN."
2867458,"2012-12-01","FIRST CAPITAL, INC moved to 220 FEDERAL DRIVE CORYDON, IN."
2868129,"2000-07-01","CENTERSTATE BANKS OF FLORIDA, INC. located at 7722 ST 544 EAST, WINTER HAVEN, FL was established as a Bank Holding Company."
2868129,"2002-01-01","CENTERSTATE BANKS OF FLORIDA, INC. moved to 7722 STATE ROAD 544 EAST WINTER HAVEN, FL."
2868129,"2003-10-06","CENTERSTATE BANKS OF FLORIDA, INC. moved to 1101 FIRST STREET SOUTH, SUITE 202 WINTER HAVEN, FL."
2868129,"2008-04-18","CENTERSTATE BANKS OF FLORIDA, INC. moved to 42745 U.S. HIGHWAY 27 DAVENPORT, FL."
2868129,"2009-06-17","CENTERSTATE BANKS OF FLORIDA, INC. was renamed to CENTERSTATE BANKS, INC.."
2868129,"2015-07-02","CENTERSTATE BANKS, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2868129,"2016-08-26","CENTERSTATE BANKS, INC. moved to 1101 FIRST STREET SOUTH SUITE 202 WINTER HAVEN, FL."
2868147,"2000-03-01","CALVERT FINANCIAL CORPORATION located at 3703 FAIRWAY DRIVE, JEFFERSON CITY, MO was established as a Bank Holding Company."
2868147,"2003-07-09","CALVERT FINANCIAL CORPORATION moved to 231 MADISON STREET JEFFERSON CITY, MO."
2868147,"2004-03-15","CALVERT FINANCIAL CORPORATION moved to 4790 DEE WOODS ROAD ASHLAND, MO."
2868147,"2014-04-15","CALVERT FINANCIAL CORPORATION moved to 301 EAST BROADWAY ASHLAND, MO."
2868950,"2000-02-29","MIDLAND BANCSHARES, INC. located at 306 W WALL, MIDLAND, TX was established as a Bank Holding Company."
2868950,"2002-11-22","MIDLAND BANCSHARES, INC. moved to 401 W TEXAS AVE MIDLAND, TX."
2868950,"2005-06-08","MIDLAND BANCSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2869733,"2000-06-12","PACIFIC MERCANTILE BANCORP located at 450 NEWPORT CENTER DRIVE, SUITE 100, NEWPORT BEACH, CA was established as a Bank Holding Company."
2869733,"2001-05-29","PACIFIC MERCANTILE BANCORP moved to 949 SOUTH COAST DRIVE, THIRD FLOOR COSTA MESA, CA."
2869733,"2001-11-28","PACIFIC MERCANTILE BANCORP changed from Bank Holding Company to Financial Holding Company - Domestic."
2869733,"2003-05-13","PACIFIC MERCANTILE BANCORP changed from Financial Holding Company - Domestic to Bank Holding Company."
2875332,"2000-06-01","FIRST COMMUNITY BANCORP located at 6110 EL TORDO, RANCHO SANTA FE, CA was established as a Bank Holding Company."
2875332,"2006-10-27","FIRST COMMUNITY BANCORP moved to 401 WEST A STREET SAN DIEGO, CA."
2875332,"2008-05-14","FIRST COMMUNITY BANCORP was renamed to PACWEST BANCORP."
2875332,"2010-12-20","PACWEST BANCORP moved to 10250 CONSTELLATION BOULEVARD LOS ANGELES, CA."
2875332,"2014-05-15","PACWEST BANCORP moved to 10250 CONSTELLATION BOULEVARD, STE 1640 LOS ANGELES, CA."
2875332,"2016-01-09","PACWEST BANCORP moved to 9701 WILSHIRE BOULEVARD, SUITE 700 BEVERLY HILLS, CA."
2876544,"2000-03-01","HSB BANCORP, INC. located at 101 N. MAIN STREET, HEBRON, MD was established as a Bank Holding Company."
2877336,"2000-11-20","INSCORP, INC. located at 2500 HILLSBORO ROAD SUITE 102, NASHVILLE, TN was established as a Bank Holding Company."
2877336,"2004-10-01","INSCORP, INC. moved to 2505 21ST AVENUE SOUTH SUITE 204 NASHVILLE, TN."
2877336,"2012-02-28","INSCORP, INC. moved to 2106 CRESTMOOR ROAD NASHVILLE, TN."
2877402,"2000-04-04","PETIT JEAN BANCSHARES, INC. located at 707 NORTH JOSEPH STREET, MORRILTON, AR was established as a Bank Holding Company."
2877402,"2008-12-31","PETIT JEAN BANCSHARES, INC. moved to 707 NORTH SAINT JOSEPH STREET MORRILTON, AR."
2878294,"2000-06-01","DAVIS TRUST FINANCIAL CORPORATION located at 227 DAVIS AVENUE, ELKINS, WV was established as a Bank Holding Company."
2880626,"2000-05-19","FIRST NORTHERN COMMUNITY BANCORP located at 195 NORTH FIRST STREET, DIXON, CA was established as a Bank Holding Company."
2880662,"2000-07-17","FIRST SECURITY GROUP located at 311 MILWAUKEE AVENUE, DEER LODGE, MT was established as a Bank Holding Company."
2881650,"2000-09-01","FIRST HOME BANCORP, INC. located at 9190 SEMINOLE BOULEVARD, SEMINOLE, FL was established as a Bank Holding Company."
2881650,"2016-02-01","FIRST HOME BANCORP, INC. moved to 700 CENTRAL AVENUE ST. PETERSBURG, FL."
2883298,"2000-09-12","COMMERCE FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN located at 3035 SOUTH TOPEKA AVENUE, TOPEKA, KS was established as a Bank Holding Company."
2883298,"2007-09-25","COMMERCE FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN was renamed to COMMERCE BANK AND TRUST HOLDING COMPANY EMPLOYEE STOCK OWNERSHIP PLAN."
2883298,"2008-12-31","COMMERCE BANK AND TRUST HOLDING COMPANY EMPLOYEE STOCK OWNERSHIP PLAN moved to 3035 SOUTHWEST TOPEKA BLVD TOPEKA, KS."
2883962,"2000-10-02","NEW MEXICO FIRST FINANCIAL, INC. located at 230 SOUTH ALAMEDA BLVD., LAS CRUCES, NM was established as a Bank Holding Company."
2887296,"2000-08-01","UNION BANCSHARES, MHC located at 223 WEST STEPHENSON STREET, FREEPORT, IL was established as a Bank Holding Company."
2887317,"2000-08-01","USB BANKSHARES, INC. located at 223 WEST STEPHENSON STREET, FREEPORT, IL was established as a Bank Holding Company."
2892067,"2003-04-01","WAUMANDEE BANCSHARES, LTD. located at SOUTH 2021 COUNTY ROAD U, WAUMANDEE, WI was established as a Bank Holding Company."
2892067,"2008-12-31","WAUMANDEE BANCSHARES, LTD. moved to S2021 COUNTY ROAD U WAUMANDEE, WI."
2894230,"2000-02-09","DISCOUNT BANCORP, INC. located at 511 FIFTH AVENUE, NEW YORK, NY was established as a Bank Holding Company."
2896092,"2000-07-14","BURTON BANCSHARES, INC. located at 515 NORTH MAIN, BURTON, TX was established as a Bank Holding Company."
2896207,"2000-05-31","SNB BANCORP, INC. located at 200 EAST MAPLE STREET, SALYERSVILLE, KY was established as a Bank Holding Company."
2900261,"2000-06-09","HANMI FINANCIAL CORPORATION located at 3660 WILSHIRE BOULEVARD, PH-A, LOS ANGELES, CA was established as a Bank Holding Company."
2900261,"2000-08-02","HANMI FINANCIAL CORPORATION changed from Bank Holding Company to Financial Holding Company - Domestic."
2902005,"2000-07-01","FLORIDA COMMUNITY BANKSHARES, INC. located at 1603 SOUTHWEST 19TH AVENUE, OCALA, FL was established as a Bank Holding Company."
2902005,"2001-08-07","FLORIDA COMMUNITY BANKSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2904773,"2001-01-25","BANKOELWEIN, INC. located at 150 FIRST STREET SE, OELWEIN, IA was established as a Bank Holding Company."
2904773,"2006-06-13","BANKOELWEIN, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2904960,"1999-12-10","MURPHY-PAYNE INVESTMENTS, LTD. located at 1324 S BECKHAM, SUITE 238, TYLER, TX was established as a Bank Holding Company."
2904960,"2016-03-17","MURPHY-PAYNE INVESTMENTS, LTD. moved to 102 EAST SABINE STREET SUITE #2 CARTHAGE, TX."
2905529,"2000-06-30","ISLAND BANCORP, INC. located at TWO SOUTH WATER STREET PO BOX 96, EDGARTOWN, MA was established as a Bank Holding Company."
2905529,"2008-12-31","ISLAND BANCORP, INC. moved to TWO SOUTH WATER STREET EDGARTOWN, MA."
2907251,"2000-09-30","MAYVILLE FINANCIAL CORPORATION located at 6104 FULTON STREET, MAYVILLE, MI was established as a Bank Holding Company."
2907381,"2001-05-23","CALIFORNIA FIRST NATIONAL BANCORP located at 5 HUTTON CENTRE DRIVE, SUITE 250, SANTA ANA, CA was established as a Bank Holding Company."
2907381,"2003-04-07","CALIFORNIA FIRST NATIONAL BANCORP moved to 18201 VON KARMAN AVENUE, SUITE 800 IRVINE, CA."
2907381,"2013-09-01","CALIFORNIA FIRST NATIONAL BANCORP moved to 28 EXECUTIVE PARK IRVINE, CA."
2907822,"2000-07-01","MBT FINANCIAL CORP. located at 102 EAST FRONT STREET, MONROE, MI was established as a Bank Holding Company."
2907859,"2000-07-31","NASB SHARES, INC. located at 321 WASHBURN AVENUE, BELGRADE, MN was established as a Bank Holding Company."
2908230,"2000-08-19","JACK AND KATHERINE DICKEY FAMILY LIMITED PARTNERSHIP located at 720 EAST MAIN STREET, WEATHERFORD, OK was established as a Bank Holding Company."
2908650,"2000-07-15","NORTH GEORGIA COMMUNITY FINANCIAL PARTNERS, INC. located at 350 WEST BELMONT DRIVE, CALHOUN, GA was established as a Bank Holding Company."
2909170,"2000-06-30","FIRST COMMERCE BANCORP, INC. located at 107 SOUTH MAIN STREET, SOMERSET, KY was established as a Bank Holding Company."
2909170,"2001-09-21","FIRST COMMERCE BANCORP, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2909200,"2000-09-01","CNB FINANCIAL SERVICES, INC. located at 212 SOUTH WASHINGTON STREET, BERKELEY SPRINGS, WV was established as a Financial Holding Company - Domestic."
2909200,"2001-12-31","CNB FINANCIAL SERVICES, INC. moved to 101 S WASHINGTON STREET BERKELEY SPRINGS, WV."
2909554,"2000-07-01","CITY SAVINGS BANCSHARES, INC. located at 301 NORTH PINE STREET, DERIDDER, LA was established as a Bank Holding Company."
2909554,"2005-07-06","CITY SAVINGS BANCSHARES, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2909554,"2008-01-01","CITY SAVINGS BANCSHARES, INC. was renamed to LOUISIANA COMMUNITY BANCORP, INC.."
2909554,"2015-01-01","LOUISIANA COMMUNITY BANCORP, INC. moved to 1300 WEST TUNNEL BOULEVARD HOUMA, LA."
2909853,"2000-07-31","COMMUNITY INVESTMENT GROUP, LTD. located at 112 SOUTH ORANGE STREET, HAVANA, IL was established as a Bank Holding Company."
2910970,"2000-06-26","WYOMING NATIONAL BANCORPORATION, INC. located at 1700 NORTH FEDERAL, RIVERTON, WY was established as a Financial Holding Company - Domestic."
2911931,"2002-01-31","LAURITZEN INVESTMENTS, INCORPORATED located at 1620 DODGE STREET, OMAHA, NE was established as a Bank Holding Company."
2912312,"2000-08-19","SOUTHWEST CAPITAL, L.L.C. located at 720 EAST MAIN STREET, WEATHERFORD, OK was established as a Bank Holding Company."
2912442,"2000-03-31","SENECA FALLS SAVINGS BANK MHC, THE located at 19 CAYUGA STREET, SENECA FALLS, NY was established as a Savings & Loan Holding Company."
2912442,"2013-12-20","SENECA FALLS SAVINGS BANK MHC, THE moved to 20 E BAYARD STREET SENECA FALLS, NY."
2912479,"2000-03-31","SENECA-CAYUGA BANCORP, INC. located at 19 CAYUGA STREET, SENECA FALLS, NY was established as a Savings & Loan Holding Company."
2912479,"2013-12-20","SENECA-CAYUGA BANCORP, INC. moved to 20 E BAYARD STREET SENECA FALLS, NY."
2913083,"2001-01-01","MCNB HOLDING COMPANY, INC. located at 75 WYOMING ST, WELCH, WV was established as a Bank Holding Company."
2913083,"2002-04-10","MCNB HOLDING COMPANY, INC. was renamed to MCNB BANKS, INC.."
2913083,"2002-05-23","MCNB BANKS, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2913083,"2012-01-26","MCNB BANKS, INC. changed from Financial Holding Company - Domestic to Bank Holding Company."
2913382,"2000-11-01","LAFAYETTE COMMUNITY BANCORP located at 2 NORTH 4TH STREET, LAFAYETTE, IN was established as a Bank Holding Company."
2913382,"2013-09-09","LAFAYETTE COMMUNITY BANCORP moved to 301 SOUTH STREET LAFAYETTE, IN."
2913711,"2000-08-28","FRANKLIN BANCORP, INC. located at 900 EAST EIGHTH STREET, WASHINGTON, MO was established as a Bank Holding Company."
2914521,"1999-03-05","BARCLAYS GROUP US INC. located at 901  MARKET STREET, SUITE 468, WILMINGTON, DE was established as a Domestic Entity Other."
2914521,"2004-12-01","BARCLAYS GROUP US INC. changed from Domestic Entity Other to Financial Holding Company - Domestic."
2914521,"2007-01-31","BARCLAYS GROUP US INC. moved to 100 SOUTH WEST STREET WILMINGTON, DE."
2914521,"2010-11-01","BARCLAYS GROUP US INC. changed from Financial Holding Company - Domestic to Domestic Entity Other."
2914521,"2016-07-01","BARCLAYS GROUP US INC. changed from Domestic Entity Other to Bank Holding Company."
2914857,"2000-08-31","SOMERSET TRUST HOLDING COMPANY located at 151 WEST MAIN STREET, SOMERSET, PA was established as a Bank Holding Company."
2915117,"2000-08-23","CHEAHA FINANCIAL GROUP, INC. located at 1320 HIGHWAY DRIVE, OXFORD, AL was established as a Bank Holding Company."
2916020,"1999-09-15","PEOPLES FINANCIAL GROUP, INC. located at 801 EAST FRONT STREET, IVA, SC was established as a Financial Holding Company - Domestic."
2917278,"2000-08-24","FIRST COMMUNITY BANC HOLDING COMPANY located at 807 SOUTH MAIN STREET, HILLSBORO, IL was established as a Bank Holding Company."
2917287,"2000-08-10","FIRST SECURITY, INC. located at 300 FREDERICA STREET, OWENSBORO, KY was established as a Bank Holding Company."
2917287,"2012-07-23","FIRST SECURITY, INC. moved to 313 FREDERICA STREET OWENSBORO, KY."
2917287,"2014-11-19","FIRST SECURITY, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2920830,"2000-08-31","GRANT COUNTY STATE BANCSHARES, INC, EMPLOYEES STOCK OWNERSHIP PLAN located at 102 NORTH WASHINGTON STREET, SWAYZEE, IN was established as a Bank Holding Company."
2921695,"2000-12-30","FNB FINANCIAL CORPORATION located at 517 6TH STREET, LAS VEGAS, NM was established as a Bank Holding Company."
2921695,"2011-06-27","FNB FINANCIAL CORPORATION moved to 600 DOUGLAS AVE LAS VEGAS, NM."
2922348,"2000-11-01","FMB EQUIBANC, INC. located at 201 NORTH MAIN STREET, STATESBORO, GA was established as a Bank Holding Company."
2922731,"2000-12-18","FORT DAVIS BANCSHARES, INC. located at 1000 MAIN ST STATE STREET & MEMORIAL SQUARE, FORT DAVIS, TX was established as a Bank Holding Company."
2922731,"2006-03-31","FORT DAVIS BANCSHARES, INC. moved to 100 SOUTH STATE STREET FORT DAVIS, TX."
2925406,"2000-07-13","NCAL BANCORP located at 145 SOUTH FAIRFAX AVENUE, LOS ANGELES, CA was established as a Bank Holding Company."
2925406,"2010-04-01","NCAL BANCORP moved to 12121 WILSHIRE BOULEVARD, 14TH FLOOR LOS ANGELES, CA."
2925406,"2016-05-01","NCAL BANCORP moved to 19752 MACARTHUR BOULEVARD, SUITE 100 IRVINE, CA."
2925657,"2000-10-27","PINNACLE FINANCIAL PARTNERS, INC. located at 211 COMMERCE STREET THE COMMERCE CENTER, NASHVILLE, TN was established as a Bank Holding Company."
2925657,"2010-03-01","PINNACLE FINANCIAL PARTNERS, INC. moved to 150 3RD AVENUE SOUTH SUITE 900 NASHVILLE, TN."
2925657,"2015-02-17","PINNACLE FINANCIAL PARTNERS, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
2929374,"2001-02-05","BANK MUTUAL CORPORATION located at 4949 WEST BROWN DEER, MILWAUKEE, WI was established as a Domestic Entity Other."
2929374,"2003-10-29","BANK MUTUAL CORPORATION moved to 4949 WEST BROWN DEER ROAD MILWAUKEE, WI and changed from Domestic Entity Other to Savings & Loan Holding Company."
2929383,"2000-10-16","CORNERSTONE BANCORP, INC. located at 140 WEST NORTHWEST HIGHWAY, PALATINE, IL was established as a Bank Holding Company."
2929383,"2002-12-09","CORNERSTONE BANCORP, INC. moved to ONE WEST NORTHWEST HIGHWAY PALATINE, IL."
2929833,"2000-06-07","GRANDSOUTH BANCORPORATION located at 327 FAIRVIEW ROAD, SIMPSONVILLE, SC was established as a Bank Holding Company."
2929833,"2002-09-01","GRANDSOUTH BANCORPORATION moved to 381 HALTON ROAD GREENVILLE, SC."
2930419,"2003-02-13","GOLD COUNTRY FINANCIAL SERVICES, INC. located at 519 D STREET, MARYSVILLE, CA was established as a Bank Holding Company."
2930419,"2010-05-04","GOLD COUNTRY FINANCIAL SERVICES, INC. was renamed to GOLDEN PACIFIC BANCORP, INC. and moved to 980 NINTH STREET, SUITE 100 SACRAMENTO, CA."
2930419,"2011-02-21","GOLDEN PACIFIC BANCORP, INC. moved to 980 NINTH STREET, SUITE 2320 SACRAMENTO, CA."
2931331,"2000-09-01","FARMERS AND MERCHANTS BANCSHARES, INC. located at 120 WEST ST. LOUIS STREET, NASHVILLE, IL was established as a Bank Holding Company."
2931331,"2008-12-31","FARMERS AND MERCHANTS BANCSHARES, INC. moved to 120 WEST SAINT LOUIS STREET NASHVILLE, IL."
2934305,"2001-02-09","NORTHFIELD MHC located at 33 SOUTH MAIN STREET, NORTHFIELD, VT was established as a Bank Holding Company."
2934305,"2001-06-15","NORTHFIELD MHC changed from Bank Holding Company to Financial Holding Company - Domestic."
2934314,"2001-02-09","NORTHFIELD BANCORP, INC. located at 33 SOUTH MAIN STREET, NORTHFIELD, VT was established as a Bank Holding Company."
2934314,"2001-06-15","NORTHFIELD BANCORP, INC. changed from Bank Holding Company to Financial Holding Company - Domestic."
